"","coordinates","created_at","hashtags","media","urls","favorite_count","id","in_reply_to_screen_name","in_reply_to_status_id","in_reply_to_user_id","lang","place","possibly_sensitive","retweet_count","reweet_id","retweet_screen_name","source","text","tweet_url","user_created_at","user_screen_name","user_default_profile_image","user_description","user_favourites_count","user_followers_count","user_friends_count","user_listed_count","user_location","user_name","user_screen_name.1","user_statuses_count","user_time_zone","user_urls","user_verified"
"21","","Mon May 11 22:28:54 +0000 2015","","","",0,597891155905347968,"APCNigeria",597887721110172032,1162687218,"en","","",0,NA,"","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@APCNigeria electricity because with it everything will be easy to implement .....","https://twitter.com/Asaphatah/status/597891155905347584","Thu Jul 02 08:38:15 +0000 2009","Asaphatah","False","Am kul,honest, lovely,buh not talented xpecialy in love making, buh if u can teach me just click on follow button....


istagram : abdulh_afattah",5,241,633,0,"Kaduna State,Nigeria","Ŀ♡ƐĿŶ MƐ","Asaphatah",1849,"","http://www.facebook.com/asabdulfatah","False"
"22","","Mon May 11 22:28:51 +0000 2015","","","",0,597891144803085952,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Usainxzibitz: APCNigeria Unemployment""","https://twitter.com/CyberAnonymous/status/597891144803086340","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"23","","Mon May 11 22:28:51 +0000 2015","","","",0,597891144006180992,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT teejaybaba: APCNigeria electricity""","https://twitter.com/CyberAnonymous/status/597891144006180867","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"24","","Mon May 11 22:28:51 +0000 2015","","","",0,597891142026403968,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT marafa143: APCNigeria Electricity""","https://twitter.com/CyberAnonymous/status/597891142026403840","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"25","","Mon May 11 22:28:50 +0000 2015","","","",0,597891141149798016,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Wanyingo: APCNigeria please to fight corrupt start at MMI where immigration charge btn $50-100 for entry Visa. No receipt…","https://twitter.com/CyberAnonymous/status/597891141149798400","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"26","","Mon May 11 22:28:50 +0000 2015","","","",0,597891140214468992,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Sayedanjide: APCNigeria Corruption. Without tackling corruption, to get anything done will be extremely difficult.""","https://twitter.com/CyberAnonymous/status/597891140214468608","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"27","","Mon May 11 22:28:50 +0000 2015","","","",0,597891139035869056,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT dareolass: APCNigeria Electricity""","https://twitter.com/CyberAnonymous/status/597891139035869184","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"28","","Mon May 11 22:28:50 +0000 2015","","","",0,597891138054390016,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Iyangan1: APCNigeria employment""","https://twitter.com/CyberAnonymous/status/597891138054389760","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"29","","Mon May 11 22:28:50 +0000 2015","","","",0,597891137098141952,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT TalkNatsz: APCNigeria Power sector reform first and everything ll fall in place.""","https://twitter.com/CyberAnonymous/status/597891137098141696","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"30","","Mon May 11 22:28:49 +0000 2015","","","",0,597891136204713984,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT 2661985: APCNigeria electricity""","https://twitter.com/CyberAnonymous/status/597891136204713984","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"31","","Mon May 11 22:28:49 +0000 2015","","","",0,597891135034494976,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT donpapsy: APCNigeria : ELECTRICITY! ELECTRICITY!! ELECTICITY!!!""","https://twitter.com/CyberAnonymous/status/597891135034494976","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"32","","Mon May 11 22:28:49 +0000 2015","","","",0,597891134032093056,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""Corruption
Electricity
Security
Education
Employment
Healthcare
What Should Be APC Govt's #1 Agenda?""","https://twitter.com/CyberAnonymous/status/597891134032093184","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"33","","Mon May 11 22:28:49 +0000 2015","","","",0,597891132958371968,"",NA,NA,"in","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT AtobajeunYusuph: APCNigeria Electricity""","https://twitter.com/CyberAnonymous/status/597891132958371841","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"34","","Mon May 11 22:28:48 +0000 2015","","","",0,597891132119522944,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT ahmedsaddy89: APCNigeria : Electricity""","https://twitter.com/CyberAnonymous/status/597891132119523328","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"35","","Mon May 11 22:28:48 +0000 2015","","","",0,597891131007992064,"",NA,NA,"tl","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Malik007007: apcnigeria Employment""","https://twitter.com/CyberAnonymous/status/597891131007991808","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"36","","Mon May 11 22:28:48 +0000 2015","","","",0,597891130005593984,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Kachieswag: APCNigeria constant electricity and good infrastructural development should be the focal points""","https://twitter.com/CyberAnonymous/status/597891130005594113","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"37","","Mon May 11 22:28:48 +0000 2015","","","",0,597891128889875968,"",NA,NA,"en","","",0,NA,"","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RT APCNigeria ""RT Pheel_Xclusiv: apcnigeria Education and Corruption, rule of law and its fierce enforcement. God bless Nigeria!""","https://twitter.com/CyberAnonymous/status/597891128889876480","Wed Mar 31 20:41:03 +0000 2010","CyberAnonymous","False","MCSE, CEH CCNA. CERTIFIED}™
▌│█│║▌║││█║▌║▌║║▌║█
0 2 6 4 E 0 4 7  8 1 2 3 MN
Skype: CyberArmy2
Wizardhatemail@gmail.com
© All Right Reserved Twitter™
2015",18,1246,1996,116,"C:\WINDOWS\system32\cmd","Earthly Being SwartZ","CyberAnonymous",197579,"Hawaii","http://www.Noweb.com","False"
"38","","Mon May 11 22:28:27 +0000 2015","","","",0,597891041178574976,"APCNigeria",597887721110172032,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria. Corruption","https://twitter.com/safiyaambursa/status/597891041178574849","Wed Aug 28 13:10:05 +0000 2013","safiyaambursa","False","Official page CEO Hafmardesignsbysusu #muslima #designer #hijabi #fashion #ankara #jalbab #saree n all d global wears",21,210,529,2,"Kaduna, Nigeria","Susu Ambursa","safiyaambursa",599,"","http://Fb.com/Hafmardesignsbysusu","False"
"39","","Mon May 11 22:28:12 +0000 2015","","","",0,597890978868044032,"APCNigeria",597887721110172032,1162687218,"en","","",0,NA,"","<a href=""http://www.echofon.com"" rel=""nofollow"">Echofon  Android</a>","@APCNigeria employment","https://twitter.com/scobboo/status/597890978868043776","Wed Mar 03 02:18:41 +0000 2010","scobboo","False","one love - one thug - one nation..u being a thug doesn't mean u cant get an education or achieve whatever u want too..real recognize real #team arsenal/makaveli",81,673,1998,1,"ABJ","Khomeini","scobboo",4007,"Amsterdam","http://www.outlawzmedia.com","False"
"40","","Mon May 11 22:28:05 +0000 2015","","","",0,597890948874542976,"APCNigeria",597882776369667968,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria Corruption.","https://twitter.com/Babanasidi01/status/597890948874543104","Wed Sep 18 20:02:54 +0000 2013","Babanasidi01","False","A consultant on energy accounting, and entreprenurship development.",258,137,364,1,"","Abdulkadir Nasidi","Babanasidi01",1072,"","","False"
"41","","Mon May 11 22:28:05 +0000 2015","","","",0,597890948597740032,"APCNigeria",597887721110172032,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria Electricity first, others follow!","https://twitter.com/omotese2/status/597890948597739520","Tue Mar 25 22:57:28 +0000 2014","omotese2","False","",13,14,220,0,"","omotese","omotese2",122,"","","False"
